answer,candidate_id,gate_id,gate_version,severity,result,observed_value,envelope,reason
WATERMELON,WATERMELON-35253c0f,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1628,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
WATERMELON,WATERMELON-35253c0f,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.186,""".01-.95""",Hexalink geometry and participation are non-pathological.
WATERMELON,WATERMELON-35253c0f,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,80.626,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
WATERMELON,WATERMELON-35253c0f,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":7}","""middle band""",Candidate is in the selected relative region.
WATERMELON,WATERMELON-35253c0f,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5554158035737169,"""<=2""",REGULAR score uncertainty is bounded.
WATERMELON,WATERMELON-35253c0f,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
WATERMELON,WATERMELON-35253c0f,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
WATERMELON,WATERMELON-35253c0f,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
WATERMELON,WATERMELON-80500d21,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":105}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
WATERMELON,WATERMELON-80500d21,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
WATERMELON,WATERMELON-80500d21,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
WATERMELON,WATERMELON-80500d21,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
WATERMELON,WATERMELON-80500d21,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.082,""silver"":0.814,""bronze"":0.104}","""not degenerate""",REGULAR medal distribution is non-degenerate.
WATERMELON,WATERMELON-80500d21,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.30838145700286806}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
WATERMELON,WATERMELON-80500d21,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,WARN,6453,"{""p10"":4257,""p90"":5480}",Opportunity density is in a pool tail.
WATERMELON,WATERMELON-80500d21,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,2025,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
WATERMELON,WATERMELON-80500d21,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.212,""".01-.95""",Hexalink geometry and participation are non-pathological.
WATERMELON,WATERMELON-80500d21,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.308,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
WATERMELON,WATERMELON-80500d21,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":5}","""middle band""",Candidate is in the selected relative region.
WATERMELON,WATERMELON-80500d21,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.44547365703985886,"""<=2""",REGULAR score uncertainty is bounded.
WATERMELON,WATERMELON-80500d21,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
WATERMELON,WATERMELON-80500d21,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
WATERMELON,WATERMELON-80500d21,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
OSCILLATED,OSCILLATED-36ea54c9,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":105}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
OSCILLATED,OSCILLATED-36ea54c9,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
OSCILLATED,OSCILLATED-36ea54c9,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
OSCILLATED,OSCILLATED-36ea54c9,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
OSCILLATED,OSCILLATED-36ea54c9,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.056,""silver"":0.814,""bronze"":0.13}","""not degenerate""",REGULAR medal distribution is non-degenerate.
OSCILLATED,OSCILLATED-36ea54c9,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.29085515196254663}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
OSCILLATED,OSCILLATED-36ea54c9,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5576,"{""p10"":4718,""p90"":5576}",Opportunity density is not a pool-tail outlier.
OSCILLATED,OSCILLATED-36ea54c9,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1496,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
OSCILLATED,OSCILLATED-36ea54c9,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.25,""".01-.95""",Hexalink geometry and participation are non-pathological.
OSCILLATED,OSCILLATED-36ea54c9,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,81.924,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
OSCILLATED,OSCILLATED-36ea54c9,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":6}","""middle band""",Candidate is in the selected relative region.
OSCILLATED,OSCILLATED-36ea54c9,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5113946283091503,"""<=2""",REGULAR score uncertainty is bounded.
OSCILLATED,OSCILLATED-36ea54c9,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
OSCILLATED,OSCILLATED-36ea54c9,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
OSCILLATED,OSCILLATED-36ea54c9,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
OSCILLATED,OSCILLATED-1e15bce2,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
OSCILLATED,OSCILLATED-1e15bce2,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
OSCILLATED,OSCILLATED-1e15bce2,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
OSCILLATED,OSCILLATED-1e15bce2,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
OSCILLATED,OSCILLATED-1e15bce2,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.046,""silver"":0.844,""bronze"":0.11}","""not degenerate""",REGULAR medal distribution is non-degenerate.
OSCILLATED,OSCILLATED-1e15bce2,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.2896883228045134}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
OSCILLATED,OSCILLATED-1e15bce2,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5219,"{""p10"":4718,""p90"":5576}",Opportunity density is not a pool-tail outlier.
OSCILLATED,OSCILLATED-1e15bce2,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1703,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
OSCILLATED,OSCILLATED-1e15bce2,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.236,""".01-.95""",Hexalink geometry and participation are non-pathological.
OSCILLATED,OSCILLATED-1e15bce2,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,81.824,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
OSCILLATED,OSCILLATED-1e15bce2,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":7}","""middle band""",Candidate is in the selected relative region.
OSCILLATED,OSCILLATED-1e15bce2,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5155571712110584,"""<=2""",REGULAR score uncertainty is bounded.
OSCILLATED,OSCILLATED-1e15bce2,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
OSCILLATED,OSCILLATED-1e15bce2,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
OSCILLATED,OSCILLATED-1e15bce2,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
OSCILLATED,OSCILLATED-fc3883dd,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
OSCILLATED,OSCILLATED-fc3883dd,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
OSCILLATED,OSCILLATED-fc3883dd,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
OSCILLATED,OSCILLATED-fc3883dd,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
OSCILLATED,OSCILLATED-fc3883dd,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.07,""silver"":0.824,""bronze"":0.106}","""not degenerate""",REGULAR medal distribution is non-degenerate.
OSCILLATED,OSCILLATED-fc3883dd,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.31835826365658837}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
OSCILLATED,OSCILLATED-fc3883dd,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,4783,"{""p10"":4718,""p90"":5576}",Opportunity density is not a pool-tail outlier.
OSCILLATED,OSCILLATED-fc3883dd,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1559,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
OSCILLATED,OSCILLATED-fc3883dd,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.206,""".01-.95""",Hexalink geometry and participation are non-pathological.
OSCILLATED,OSCILLATED-fc3883dd,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.414,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
OSCILLATED,OSCILLATED-fc3883dd,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":5}","""middle band""",Candidate is in the selected relative region.
OSCILLATED,OSCILLATED-fc3883dd,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5604944460887956,"""<=2""",REGULAR score uncertainty is bounded.
OSCILLATED,OSCILLATED-fc3883dd,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
OSCILLATED,OSCILLATED-fc3883dd,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
OSCILLATED,OSCILLATED-fc3883dd,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ABANDONING,ABANDONING-a66e1599,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":130}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ABANDONING,ABANDONING-a66e1599,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ABANDONING,ABANDONING-a66e1599,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ABANDONING,ABANDONING-a66e1599,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ABANDONING,ABANDONING-a66e1599,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.118,""silver"":0.754,""bronze"":0.128}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ABANDONING,ABANDONING-a66e1599,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.3100955131077132}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ABANDONING,ABANDONING-a66e1599,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5112,"{""p10"":4798,""p90"":6736}",Opportunity density is not a pool-tail outlier.
ABANDONING,ABANDONING-a66e1599,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1528,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ABANDONING,ABANDONING-a66e1599,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.23,""".01-.95""",Hexalink geometry and participation are non-pathological.
ABANDONING,ABANDONING-a66e1599,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.972,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ABANDONING,ABANDONING-a66e1599,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":6}","""middle band""",Candidate is in the selected relative region.
ABANDONING,ABANDONING-a66e1599,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5344696729706011,"""<=2""",REGULAR score uncertainty is bounded.
ABANDONING,ABANDONING-a66e1599,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ABANDONING,ABANDONING-a66e1599,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ABANDONING,ABANDONING-a66e1599,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ABANDONING,ABANDONING-d5d62b1b,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
